주성분코드_9,ATC코드,주성분명,주성분코드_5
493304ATB,L01EA02,dasatinib,4933A
493305ATB,L01EA02,dasatinib,4933A
507501ATB,L01EH01,lapatinib,5075A
562601ACH,L01EA03,nilotinib,5626A
562602ACH,L01EA03,nilotinib,5626A
588201ACH,L04AX04,lenalidomide,5882A
588201ATB,L04AX04,lenalidomide,5882A
588202ACH,L04AX04,lenalidomide,5882A
588202ATB,L04AX04,lenalidomide,5882A
588203ACH,L04AX04,lenalidomide,5882A
588203ATB,L04AX04,lenalidomide,5882A
588204ACH,L04AX04,lenalidomide,5882A
588204ATB,L04AX04,lenalidomide,5882A
588205ACH,L04AX04,lenalidomide,5882A
588207ACH,L04AX04,lenalidomide,5882A
588207ATB,L04AX04,lenalidomide,5882A
611801ATB,L01EX03,pazopanib,6118A
611802ATB,L01EX03,pazopanib,6118A
617501ACH,L01ED01,crizotinib,6175A
617502ACH,L01ED01,crizotinib,6175A
617701ACH,L01EA,BCR-ABL tyrosine kinase inhibitors,6177A
617702ACH,L01EA,BCR-ABL tyrosine kinase inhibitors,6177A
620402ATB,L02BX03,abiraterone,6204A
620501ATB,L01EC01,vemurafenib,6205A
621001ATB,L01EK01,axitinib,6210A
621002ATB,L01EK01,axitinib,6210A
623001ATB,L01EJ01,ruxolitinib,6230A
623002ATB,L01EJ01,ruxolitinib,6230A
623003ATB,L01EJ01,ruxolitinib,6230A
623004ATB,L01EJ01,ruxolitinib,6230A
624101ATB,L01EX04,vandetanib,6241A
624102ATB,L01EX04,vandetanib,6241A
624801ATB,L01EX05,regorafenib,6248A
626101ATB,L01EB03,afatinib,6261A
626102ATB,L01EB03,afatinib,6261A
626103ATB,L01EB03,afatinib,6261A
627401ACS,L02BB04,enzalutamide,6274A
628001ACH,L04AX06,pomalidomide,6280A
628002ACH,L04AX06,pomalidomide,6280A
628003ACH,L04AX06,pomalidomide,6280A
628004ACH,L04AX06,pomalidomide,6280A
628101ACH,L01EL01,ibrutinib,6281A
634401ACH,L01ED02,ceritinib,6344A
643502ATB,L01XK01,olaparib,6435A
643503ATB,L01XK01,olaparib,6435A
645201ACH,L01EX08,lenvatinib,6452A
645202ACH,L01EX08,lenvatinib,6452A
645401ATB,L01EE01,trametinib,6454A
645402ATB,L01EE01,trametinib,6454A
652501ATB,L01EB04,osimertinib,6525A
652502ATB,L01EB04,osimertinib,6525A
655201ACH,L01EF01,palbociclib,6552A
655201ATB,L01EF01,palbociclib,6552A
655202ACH,L01EF01,palbociclib,6552A
655202ATB,L01EF01,palbociclib,6552A
655203ACH,L01EF01,palbociclib,6552A
655203ATB,L01EF01,palbociclib,6552A
656201ACH,L01ED03,alectinib,6562A
663101ACH,L01EC02,dabrafenib,6631A
663102ACH,L01EC02,dabrafenib,6631A
666401ATB,L01EX07,cabozantinib,6664A
666402ATB,L01EX07,cabozantinib,6664A
666403ATB,L01EX07,cabozantinib,6664A
669601ATB,L01EA05,ponatinib,6696A
669602ATB,L01EA05,ponatinib,6696A
675701ATB,L01ED04,brigatinib,6757A
675702ATB,L01ED04,brigatinib,6757A
675703ATB,L01ED04,brigatinib,6757A
678901ACH,L01XK02,niraparib,6789A
680601ATB,L01XX52,venetoclax,6806A
680602ATB,L01XX52,venetoclax,6806A
680603ATB,L01XX52,venetoclax,6806A
681401ACH,L01XG03,ixazomib,6814A
681402ACH,L01XG03,ixazomib,6814A
681403ACH,L01XG03,ixazomib,6814A
684201ATB,L01EF02,ribociclib,6842A
686601ATB,L01EF03,abemaciclib,6866A
686602ATB,L01EF03,abemaciclib,6866A
686603ATB,L01EF03,abemaciclib,6866A
687801ATB,L01EX13,gilteritinib,6878A
688601ACH,L01EX14,entrectinib,6886A
688602ACH,L01EX14,entrectinib,6886A
688903ALQ,L01EX12,larotrectinib,6889A
688904ALQ,L01EX12,larotrectinib,6889A
688901ACH,L01EX12,larotrectinib,6889A
688902ACH,L01EX12,larotrectinib,6889A
691601ATB,L01EB07,dacomitinib,6916A
691602ATB,L01EB07,dacomitinib,6916A
691603ATB,L01EB07,dacomitinib,6916A
695101ATB,L01EB09,lazertinib,6951A
699701ATB,L01ED05,lorlatinib,6997A
699702ATB,L01ED05,lorlatinib,6997A
702301ACH,L01EC03,encorafenib,7023A
707001ACH,L01EL03,zanubrutinib,7070A
708701ACH,L01EJ02,fedratinib,7087A
711601ATB,L01EA06,asciminib,7116A
711602ATB,L01EA06,asciminib,7116A
716001ATB,L02BB05,apalutamide,7160A
717701ATB,L01EA04,bosutinib,7177A
717702ATB,L01EA04,bosutinib,7177A
717703ATB,L01EA04,bosutinib,7177A
733101ATB,L01XX66,selinexor,7331A
733200ATB,L02BX53,abiraterone and prednisolone,7332A
243001ACS,L01XF01,tretinoin,2430A
348101ACH,L01XX35,anagrelide,3481A
348102ACH,L01XX35,anagrelide,3481A
697901ACH,L01EE04,selumetinib,6979A
697902ACH,L01EE04,selumetinib,6979A
368610ACH,V10XA01,sodium iodide (131I),3686A
368612ACH,V10XA01,sodium iodide (131I),3686A
368613ACH,V10XA01,sodium iodide (131I),3686A
368614ACH,V10XA01,sodium iodide (131I),3686A
368616ALQ,V09FX03,sodium iodide (131I),3686A
368617ACH,V10XA01,sodium iodide (131I),3686A
368621ACH,V10XA01,sodium iodide (131I),3686A
368625ACH,V10XA01,sodium iodide (131I),3686A
368627ACH,V10XA01,sodium iodide (131I),3686A
368628ALQ,V09FX02,sodium iodide (123I),3686A
368639ACH,V10XA01,sodium iodide (131I),3686A
368641ACH,V10XA01,sodium iodide (131I),3686A
368647ACH,V10XA01,sodium iodide (131I),3686A
368656ACH,V10XA01,sodium iodide (131I),3686A
184201ACH,J01FF02,lincomycin,1842A
184203ACH,J01FF02,lincomycin,1842A
229101ATB,J01XC01,fusidic acid,2291A
247201ACH,A07AA09,vancomycin,2472A
247202ACH,A07AA09,vancomycin,2472A
412901ATB,J01XX08,linezolid,4129A
412903ATB,J01XX08,linezolid,4129A
139101ACH,J04AB01,cycloserine,1391A
223901ACH,J04AB02,rifampicin,2239A
223902ACH,J04AB02,rifampicin,2239A
223902ATB,J04AB02,rifampicin,2239A
223903ATB,J04AB02,rifampicin,2239A
223904ATB,J04AB02,rifampicin,2239A
364401ACH,J04AB04,rifabutin,3644A
519500ATB,J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid",5195A
112732ASY,J01FA10,azithromycin,1127A
112733ASY,J01FA10,azithromycin,1127A
112701ATB,J01FA10,azithromycin,1127A
225332ASS,J01FA06,roxithromycin,2253A
225301ATB,J01FA06,roxithromycin,2253A
149501ACH,J01AA02,doxycycline,1495A
149501ATB,J01AA02,doxycycline,1495A
149502ATB,J01AA02,doxycycline,1495A
149701ACH,J01AA02,doxycycline,1497A
149701ATB,J01AA02,doxycycline,1497A
195903ACH,J01AA08,minocycline,1959A
236701ACH,J01AA07,tetracycline,2367A
108130ASY,J01CA04,amoxicillin,1081A
108101ACH,J01CA04,amoxicillin,1081A
108103ACH,J01CA04,amoxicillin,1081A
125235ASY,J01DC04,cefaclor,1252A
125237ASY,J01DC04,cefaclor,1252A
125238ASY,J01DC04,cefaclor,1252A
125201ACH,J01DC04,cefaclor,1252A
125204ATR,J01DC04,cefaclor,1252A
125333ASY,J01DB05,cefadroxil,1253A
125332ASY,J01DB05,cefadroxil,1253A
125334ASY,J01DB05,cefadroxil,1253A
125304ACH,J01DB05,cefadroxil,1253A
125931AGN,J01DD15,cefdinir,1259A
125901ACH,J01DD15,cefdinir,1259A
126031AGN,J01DD16,cefditoren,1260A
126032AGN,J01DD16,cefditoren,1260A
126001ATB,J01DD16,cefditoren,1260A
126334APD,J01DD08,cefixime,1263A
126301ACH,J01DD08,cefixime,1263A
127930ASY,J01DD13,cefpodoxime,1279A
127931ASY,J01DD13,cefpodoxime,1279A
127932ASY,J01DD13,cefpodoxime,1279A
127901ATB,J01DD13,cefpodoxime,1279A
128030ASY,J01DC10,cefprozil,1280A
128032ASY,J01DC10,cefprozil,1280A
128001ATB,J01DC10,cefprozil,1280A
128101ACH,J01DB11,cefroxadine,1281A
128931ASY,J01DC02,cefuroxime,1289A
128903ATB,J01DC02,cefuroxime,1289A
129402ACH,J01DB01,cefalexin,1294A
130101ACH,J01DB09,cefradine,1301A
130105ACH,J01DB09,cefradine,1301A
163430APD,J01XX01,fosfomycin,1634A
193101ACH,J01DB01,cefalexin,1931A
193101ATB,J01DB01,cefalexin,1931A
536300ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5363A
534400ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5344A
534600ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5346A
534700ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5347A
534800ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5348A
535000ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5350A
535300ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5353A
535500ASY,J01CR02,amoxicillin and beta-lactamase inhibitor,5355A
310500ATB,J01CR02,amoxicillin and beta-lactamase inhibitor,3105A
310600ATB,J01CR02,amoxicillin and beta-lactamase inhibitor,3106A
310700ATB,J01CR02,amoxicillin and beta-lactamase inhibitor,3107A
440100ATB,J01CR02,amoxicillin and beta-lactamase inhibitor,4401A
462000ATB,J01CR02,amoxicillin and beta-lactamase inhibitor,4620A
467300ASS,J01CR02,amoxicillin and beta-lactamase inhibitor,4673A
467400ASS,J01CR02,amoxicillin and beta-lactamase inhibitor,4674A
380000ATB,J01CR02,amoxicillin and beta-lactamase inhibitor,3800A
452001ATB,A07AA11,rifaximin,4520A
474432AGN,J01DD17,cefcapene,4744A
474401ATB,J01DD17,cefcapene,4744A
474402ATB,J01DD17,cefcapene,4744A
589301ACH,J01CA01,ampicillin,5893A
589302ACH,J01CA01,ampicillin,5893A
134935ASY,J01FA09,clarithromycin,1349A
134937ASY,J01FA09,clarithromycin,1349A
134901ATB,J01FA09,clarithromycin,1349A
134904ATB,J01FA09,clarithromycin,1349A
134904ATR,J01FA09,clarithromycin,1349A
135401ACH,J01FF01,clindamycin,1354A
311000ATB,J01RA04,spiramycin and metronidazole,3110A
232801ATE,A07EC01,sulfasalazine,2328A
311500ATB,J01EE01,sulfamethoxazole and trimethoprim,3115A
155602ATB,J04AK02,ethambutol,1556A
178101ATB,J04AC01,isoniazid,1781A
220401ATB,J04AD01,protionamide,2204A
221201ATB,J04AK01,pyrazinamide,2212A
221202ATB,J04AK01,pyrazinamide,2212A
380200ATB,J04AM02,rifampicin and isoniazid,3802A
626901ATB,J04AK05,bedaquiline,6269A
631101ATB,J04AK06,delamanid,6311A
703201ATB,J04AK08,pretomanid,7032A
140501ATB,J04BA02,dapsone,1405A
102940ASY,J05AB01,aciclovir,1029A
102942ASY,J05AB01,aciclovir,1029A
102904ATB,J05AB01,aciclovir,1029A
102907ATB,J05AB01,aciclovir,1029A
102946ATC,J05AB01,aciclovir,1029A
134103ATB,J01MA02,ciprofloxacin,1341A
134105ATB,J01MA02,ciprofloxacin,1341A
157201ATB,J05AB09,famciclovir,1572A
157202ATB,J05AB09,famciclovir,1572A
159934ASY,J02AC01,fluconazole,1599A
159903ACH,J02AC01,fluconazole,1599A
159903ATB,J02AC01,fluconazole,1599A
159905ACH,J02AC01,fluconazole,1599A
159905ATB,J02AC01,fluconazole,1599A
175030ASY,J05AX05,inosine pranobex,1750A
175001ATB,J05AX05,inosine pranobex,1750A
179131ALQ,J02AC02,itraconazole,1791A
179101ACH,J02AC02,itraconazole,1791A
179101ATB,J02AC02,itraconazole,1791A
180902ATB,J05AF05,lamivudine,1809A
183201ATB,J01MA12,levofloxacin,1832A
183202ATB,J01MA12,levofloxacin,1832A
183203ATB,J01MA12,levofloxacin,1832A
183205ATB,J01MA12,levofloxacin,1832A
184901ATB,J01MA07,lomefloxacin,1849A
184903ATB,J01MA07,lomefloxacin,1849A
184904ATB,J01MA07,lomefloxacin,1849A
203901ATB,J01MA01,ofloxacin,2039A
203904ATB,J01MA01,ofloxacin,2039A
223601ACH,J05AP01,ribavirin,2236A
223604ACH,J05AP01,ribavirin,2236A
224401ATB,J05AE03,ritonavir,2244A
235747ATB,D01BA02,terbinafine,2357A
242201ATB,J01MA22,tosufloxacin,2422A
246701ATB,J05AB11,valaciclovir,2467A
358907ASS,J05AH02,oseltamivir,3589A
358908ASS,J05AH02,oseltamivir,3589A
358909ASS,J05AH02,oseltamivir,3589A
358901ACH,J05AH02,oseltamivir,3589A
358901APD,J05AH02,oseltamivir,3589A
358902ACH,J05AH02,oseltamivir,3589A
358902APD,J05AH02,oseltamivir,3589A
358903ACH,J05AH02,oseltamivir,3589A
358903APD,J05AH02,oseltamivir,3589A
380301ATB,J01MA14,moxifloxacin,3803A
420101ATB,J05AF06,abacavir,4201A
428901ATB,J01MA,Fluoroquinolones,4289A
442901ATB,J01MA15,gemifloxacin,4429A
456501ATB,J02AC03,voriconazole,4565A
459503ASY,J05AB14,valganciclovir,4595A
459501ATB,J05AB14,valganciclovir,4595A
486300ATB,J05AR10,lopinavir and ritonavir,4863A
493901ATB,J05AF07,tenofovir disoproxil,4939A
498702ATB,J05AE10,darunavir,4987A
498703ATB,J05AE10,darunavir,4987A
506301ATB,J05AJ01,raltegravir,5063A
506302ATB,J05AJ01,raltegravir,5063A
508901ATB,J05AG04,etravirine,5089A
513100ATB,J05AR01,zidovudine and lamivudine,5131A
517300ATB,J05AR02,lamivudine and abacavir,5173A
566230ASS,J02AC04,posaconazole,5662A
566202ATE,J02AC04,posaconazole,5662A
599900ATB,J05AR03,tenofovir disoproxil and emtricitabine,5999A
658300ATB,J05AR17,emtricitabine and tenofovir alafenamide,6583A
658400ATB,J05AR17,emtricitabine and tenofovir alafenamide,6584A
617801ATB,J05AG05,rilpivirine,6178A
655900ATB,J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",6559A
628601ATB,J05AJ03,dolutegravir,6286A
637101ATB,J01MA,Fluoroquinolones,6371A
641600ATB,J05AR13,"lamivudine, abacavir and dolutegravir",6416A
644401ATB,J05AP08,sofosbuvir,6444A
645800ATB,J05AP51,sofosbuvir and ledipasvir,6458A
646700ATB,J05AR15,atazanavir and cobicistat,6467A
646906ASS,J05AH02,oseltamivir,6469A
646901ACH,J05AH02,oseltamivir,6469A
646902ACH,J05AH02,oseltamivir,6469A
646903ACH,J05AH02,oseltamivir,6469A
647600ATB,J05AR14,darunavir and cobicistat,6476A
664901ATB,J05AF07,tenofovir disoproxil,6649A
665001ATB,J05AF07,tenofovir disoproxil,6650A
665101ATB,J05AF07,tenofovir disoproxil,6651A
665201ATB,J05AF07,tenofovir disoproxil,6652A
665501ATB,J05AF07,tenofovir disoproxil,6655A
669700ATB,J05AP57,glecaprevir and pibrentasvir,6697A
676001ATB,J05AX18,letermovir,6760A
676002ATB,J05AX18,letermovir,6760A
676800ATB,J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir",6768A
686101ATB,J05AG06,doravirine,6861A
686500ATB,J05AR24,"lamivudine, tenofovir disoproxil and doravirine",6865A
687400ATB,J05AR25,lamivudine and dolutegravir,6874A
707100ATB,J05AP55,sofosbuvir and velpatasvir,7071A
708100ATB,J05AP56,"sofosbuvir, velpatasvir and voxilaprevir",7081A
716701ATB,J05AX10,maribavir,7167A
171701ATB,P01BA02,hydroxychloroquine,1717A
171702ATB,P01BA02,hydroxychloroquine,1717A
171703ATB,P01BA02,hydroxychloroquine,1717A
171704ATB,P01BA02,hydroxychloroquine,1717A
171705ATB,P01BA02,hydroxychloroquine,1717A
189101ATB,P01BC02,mefloquine,1891A
194101ATB,P01AB01,metronidazole,1941A
217701ATB,P01BA03,primaquine,2177A
239801ATB,P01AB02,tinidazole,2398A
239803ATB,P01AB02,tinidazole,2398A
439000ATB,P01BB51,proguanil and atovaquone,4390A
616200ATB,P01BF06,artesunate and pyronaridine,6162A
104303ATB,P02CA03,albendazole,1043A
216702ATB,P02BA01,praziquantel,2167A
113937APD,V08BA02,barium sulfate without suspending agents,1139A
113949APD,V08BA02,barium sulfate without suspending agents,1139A
499700AGN,V04CX,Other diagnostic agents,4997A
312800APD,A06AD65,"macrogol, combinations",3128A
312900APD,A06AD65,"macrogol, combinations",3129A
522500ALQ,A06AB58,"sodium picosulfate, combinations",5225A
630800APD,A06AB58,"sodium picosulfate, combinations",6308A
536800ASS,V08AA01,diatrizoic acid,5368A
616300APD,A06AD65,"macrogol, combinations",6163A
676300APD,A06AD65,"macrogol, combinations",6763A
682600APD,A06AD65,"macrogol, combinations",6826A
634700ALQ,A06AD10,mineral salts in combination,6347A
634700APD,A06AD10,mineral salts in combination,6347A
656000ALQ,A06AD65,"macrogol, combinations",6560A
376701ATB,V04CX05,13C-urea,3767A
166431ALQ,V04CA02,glucose,1664A
166433ALQ,V04CA02,glucose,1664A
166435ALQ,V04CA02,glucose,1664A
166430ALQ,V04CA02,glucose,1664A
166432ALQ,V04CA02,glucose,1664A
166434ALQ,V04CA02,glucose,1664A
137703ATB,R05DA04,codeine,1377A
144901ATR,N02AA08,dihydrocodeine,1449A
197301ATR,N02AA01,morphine,1973A
197302ATR,N02AA01,morphine,1973A
197305ATB,N02AA01,morphine,1973A
313400ACH,N02AJ09,codeine and other non-opioid analgesics,3134A
441102ATB,N02AA03,hydromorphone,4411A
518200ATB,N02AJ22,hydrocodone and paracetamol,5182A
518300ATB,N02AJ22,hydrocodone and paracetamol,5183A
158305ATC,N02AB03,fentanyl,1583A
158305ATL,N02AB03,fentanyl,1583A
158306ATC,N02AB03,fentanyl,1583A
158306ATL,N02AB03,fentanyl,1583A
158307ATC,N02AB03,fentanyl,1583A
158308ATC,N02AB03,fentanyl,1583A
158313ATC,N02AB03,fentanyl,1583A
158314ATC,N02AB03,fentanyl,1583A
158314ATL,N02AB03,fentanyl,1583A
158315ATC,N02AB03,fentanyl,1583A
158316ATC,N02AB03,fentanyl,1583A
158317ATC,N02AB03,fentanyl,1583A
158321ATL,N02AB03,fentanyl,1583A
158322ATL,N02AB03,fentanyl,1583A
158336ATL,N02AB03,fentanyl,1583A
158337ATL,N02AB03,fentanyl,1583A
158338ATL,N02AB03,fentanyl,1583A
359001ATR,N02AA05,oxycodone,3590A
359002ATB,N02AA05,oxycodone,3590A
359002ATR,N02AA05,oxycodone,3590A
359003ATB,N02AA05,oxycodone,3590A
359003ATR,N02AA05,oxycodone,3590A
359004ATB,N02AA05,oxycodone,3590A
359007ATR,N02AA05,oxycodone,3590A
517100ATR,N02AA55,oxycodone and naloxone,5171A
517200ATR,N02AA55,oxycodone and naloxone,5172A
564000ATR,N02AA55,oxycodone and naloxone,5640A
564100ATR,N02AA55,oxycodone and naloxone,5641A
667600ATR,N02AA55,oxycodone and naloxone,6676A
628401ATB,N02AX06,tapentadol,6284A
628401ATR,N02AX06,tapentadol,6284A
628402ATR,N02AX06,tapentadol,6284A
628404ATR,N02AX06,tapentadol,6284A
699601BIJ,N02CD03,fremanezumab,6996B
157030BIJ,N01AX07,etomidate,1570B
179531BIJ,N01AX03,ketamine,1795B
179530BIJ,N01AX03,ketamine,1795B
179532BIJ,N01AX03,ketamine,1795B
179533BIJ,N01AX03,ketamine,1795B
219830BIJ,N01AX10,propofol,2198B
219831BIJ,N01AX10,propofol,2198B
219832BIJ,N01AX10,propofol,2198B
219833BIJ,N01AX10,propofol,2198B
219834BIJ,N01AX10,propofol,2198B
219835BIJ,N01AX10,propofol,2198B
219836BIJ,N01AX10,propofol,2198B
219838BIJ,N01AX10,propofol,2198B
482201BIJ,N01AF03,thiopental,4822B
482202BIJ,N01AF03,thiopental,4822B
195230BIJ,N05CD08,midazolam,1952B
195231BIJ,N05CD08,midazolam,1952B
195232BIJ,N05CD08,midazolam,1952B
210630BIJ,N05CA01,pentobarbital,2106B
211830BIJ,N03AA02,phenobarbital,2118B
146830BIJ,N03AB02,phenytoin,1468B
229730BIJ,N03AG01,valproic acid,2297B
229731BIJ,N03AG01,valproic acid,2297B
229704BIJ,N03AG01,valproic acid,2297B
488501BIJ,N03AX14,levetiracetam,4885B
488534BIJ,N03AX14,levetiracetam,4885B
509330BIJ,N03AB05,fosphenytoin,5093B
509331BIJ,N03AB05,fosphenytoin,5093B
121130BIJ,N02AF01,butorphanol,1211B
121131BIJ,N02AF01,butorphanol,1211B
143535BIJ,M01AB05,diclofenac,1435B
143630BIJ,M01AB05,diclofenac,1436B
143631BIJ,M01AB05,diclofenac,1436B
171530BIJ,B03BA03,hydroxocobalamin,1715B
171531BIJ,B03BA03,hydroxocobalamin,1715B
179731BIJ,M01AE03,ketoprofen,1797B
180033BIJ,M01AB15,ketorolac,1800B
192132BIJ,L04AX03,methotrexate,1921B
192134BIJ,L04AX03,methotrexate,1921B
192136BIJ,L04AX03,methotrexate,1921B
192144BIJ,L04AX03,methotrexate,1921B
198930BIJ,N02AF02,nalbuphine,1989B
214031BIJ,M01AC01,piroxicam,2140B
214130BIJ,M01AC01,piroxicam,2141B
219401BIJ,N02BE05,propacetamol,2194B
242330BIJ,N02AX02,tramadol,2423B
242331BIJ,N02AX02,tramadol,2423B
454330BIJ,M01AE17,dexketoprofen,4543B
142930BIJ,N05BA01,diazepam,1429B
167930BIJ,N05AD01,haloperidol,1679B
168030BIJ,N05AD01,haloperidol,1680B
185530BIJ,N05BA06,lorazepam,1855B
185531BIJ,N05BA06,lorazepam,1855B
451506BIJ,N05AX12,aripiprazole,4515B
451507BIJ,N05AX12,aripiprazole,4515B
586430BIJ,N05AX13,paliperidone,5864B
586431BIJ,N05AX13,paliperidone,5864B
586432BIJ,N05AX13,paliperidone,5864B
586433BIJ,N05AX13,paliperidone,5864B
586434BIJ,N05AX13,paliperidone,5864B
586435BIJ,N05AX13,paliperidone,5864B
586436BIJ,N05AX13,paliperidone,5864B
586437BIJ,N05AX13,paliperidone,5864B
586438BIJ,N05AX13,paliperidone,5864B
586439BIJ,N05AX13,paliperidone,5864B
586440BIJ,N05AX13,paliperidone,5864B
106230BIJ,N04BB01,amantadine,1062B
138130BIJ,N07AX02,choline alfoscerate,1381B
429131BIJ,L03AX13,glatiramer acetate,4291B
558902BIJ,L04AG06,alemtuzumab,5589B
668101BIJ,M09AX07,nusinersen,6681B
683901BIJ,N02CD02,galcanezumab,6839B
695601BIJ,L04AC19,satralizumab,6956B
120131BIJ,N01BB01,bupivacaine,1201B
120130BIJ,N01BB01,bupivacaine,1201B
120132BIJ,N01BB01,bupivacaine,1201B
183933BIJ,N01BB02,lidocaine,1839B
183935BIJ,N01BB02,lidocaine,1839B
183939BIJ,N01BB02,lidocaine,1839B
183936BIJ,N01BB02,lidocaine,1839B
183930BIJ,N01BB02,lidocaine,1839B
190431BIJ,N01BB03,mepivacaine,1904B
190430BIJ,N01BB03,mepivacaine,1904B
218230BIJ,N01BA02,procaine,2182B
225031BIJ,N01BB09,ropivacaine,2250B
225033BIJ,N01BB09,ropivacaine,2250B
314000BIJ,N01BB52,"lidocaine, combinations",3140B
314100BIJ,N01BB52,"lidocaine, combinations",3141B
314300BIJ,N01BB52,"lidocaine, combinations",3143B
314500BIJ,N01BB52,"lidocaine, combinations",3145B
649800BIJ,N01BB52,"lidocaine, combinations",6498B
450200BIJ,N01BB58,"articaine, combinations",4502B
513200BIJ,N01BB58,"articaine, combinations",5132B
111630BIJ,M03AC04,atracurium,1116B
192030BIJ,M03BA03,methocarbamol,1920B
192031BIJ,M03BA03,methocarbamol,1920B
217630BIJ,M03BX03,pridinol,2176B
224730BIJ,M03AC09,rocuronium bromide,2247B
224731BIJ,M03AC09,rocuronium bromide,2247B
234030BIJ,M03AB01,suxamethonium,2340B
247401BIJ,M03AC03,vecuronium,2474B
247402BIJ,M03AC03,vecuronium,2474B
359130BIJ,M03AC11,cisatracurium,3591B
359131BIJ,M03AC11,cisatracurium,3591B
167030BIJ,A03AB02,glycopyrronium bromide,1670B
200530BIJ,N07AA01,neostigmine,2005B
221430BIJ,N07AA02,pyridostigmine,2214B
111830BIJ,A03BA01,atropine,1118B
111831BIJ,A03BA01,atropine,1118B
133530BIJ,A03BB05,cimetropium bromide,1335B
133531BIJ,A03BB05,cimetropium bromide,1335B
172330BIJ,A03BB01,butylscopolamine,1723B
187630BIJ,A12CC02,magnesium sulfate,1876B
187631BIJ,A12CC02,magnesium sulfate,1876B
209130BIJ,A03AD01,papaverine,2091B
240330BIJ,A03AC05,tiropramide,2403B
314900BIJ,A03AX,Other drugs for functional gastrointestinal disorders,3149B
123030BIJ,S01EB02,carbachol,1230B
243340BIJ,S01BA05,triamcinolone,2433B
364501BIJ,S01LA01,verteporfin,3645B
541100BIJ,S01KA51,"hyaluronic acid, combinations",5411B
530024BIJ,S01KA01,hyaluronic acid,5300B
530032BIJ,S01KA01,hyaluronic acid,5300B
530034BIJ,S01KA01,hyaluronic acid,5300B
729301BIJ,S01XA27,voretigene neparvovec,7293B
131830BIJ,R06AB04,chlorphenamine,1318B
139230BIJ,L04AD01,ciclosporin,1392B
174301BIJ,L04AA04,antithymocyte immunoglobulin (rabbit),1743B
