주성분코드,ATC코드,주성분명
638402BIJ,L01FF01,nivolumab
638403BIJ,L01FF01,nivolumab
639001BIJ,L01FF02,pembrolizumab
639301BIJ,L01FG02,ramucirumab
639302BIJ,L01FG02,ramucirumab
647701BIJ,L01FX07,blinatumomab
647801BIJ,L01XG02,carfilzomib
647802BIJ,L01XG02,carfilzomib
647901BIJ,L04AC11,siltuximab
647902BIJ,L04AC11,siltuximab
657701BIJ,L01FF05,atezolizumab
658801BIJ,L01XX44,aflibercept
658802BIJ,L01XX44,aflibercept
666002BIJ,L01CE02,irinotecan
667101BIJ,L01FC01,daratumumab
667102BIJ,L01FC01,daratumumab
676501BIJ,L01FB01,inotuzumab ozogamicin
676901BIJ,L01FF03,durvalumab
676902BIJ,L01FF03,durvalumab
678801BIJ,L01FF04,avelumab
706201BIJ,L01XL04,tisagenlecleucel
713401BIJ,L01FX09,mogamulizumab
713601BIJ,L01FD04,trastuzumab deruxtecan
716601BIJ,L01FF07,dostarlimab
114301BIJ,L03AX03,BCG vaccine
188801BIJ,V09BA02,technetium (99mTc) medronic acid
368401BIJ,V09FX01,technetium (99mTc) pertechnetate
368501BIJ,V09GX01,thallium (201Tl) chloride
368628BIJ,V09FX02,sodium iodide (123I)
368701BIJ,V09GA02,technetium (99mTc) tetrofosmin
368901BIJ,V09AA01,technetium (99mTc) exametazime
369000BIJ,V09AA,Technetium (99mTc) compounds
369101BIJ,V09GA01,technetium (99mTc) sestamibi
369401BIJ,V09CA02,technetium (99mTc) succimer
369403BIJ,V09CA02,technetium (99mTc) succimer
369501BIJ,V09CA01,technetium (99mTc) pentetic acid
369503BIJ,V09CA01,technetium (99mTc) pentetic acid
369601BIJ,V09CX,Other renal system diagnostic radiopharmaceuticals
369901BIJ,V09BA03,technetium (99mTc) pyrophosphate
370002BIJ,V09DB07,technetium (99mTc) phytate
382301BIJ,V09BA01,technetium (99mTc) oxidronic acid
418700BIJ,V09IB01,indium (111In) pentetreotide
428201BIJ,V09XA01,iodine (131I) norcholesterol
430401BIJ,V09AB,Iodine (123I) compounds
448801BIJ,V09B,SKELETON
472703BIJ,V09IX02,iobenguane (131I)
472705BIJ,V09IX02,iobenguane (131I)
472706BIJ,V09IX02,iobenguane (131I)
472707BIJ,V09IX02,iobenguane (131I)
472708BIJ,V09IX02,iobenguane (131I)
472709BIJ,V09IX02,iobenguane (131I)
472710BIJ,V09IX02,iobenguane (131I)
482501BIJ,V09IX04,fludeoxyglucose (18F)
490201BIJ,V09DA04,technetium (99mTc) mebrofenin
648001BIJ,V09IX05,fluorodopa (18F)
691301BIJ,V10XX04,lutetium (177Lu) oxodotreotide
383502BIJ,L04AB02,infliximab
383501BIJ,L04AB02,infliximab
455830BIJ,L04AB01,etanercept
455831BIJ,L04AB01,etanercept
455803BIJ,L04AB01,etanercept
488431BIJ,L04AB04,adalimumab
488433BIJ,L04AB04,adalimumab
488430BIJ,L04AB04,adalimumab
503630BIJ,S01LA04,ranibizumab
503631BIJ,S01LA04,ranibizumab
503632BIJ,S01LA04,ranibizumab
512230BIJ,L04AA24,abatacept
512201BIJ,L04AA24,abatacept
517801BIJ,L04AC03,anakinra
617901BIJ,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
623930BIJ,S01LA05,aflibercept
623931BIJ,S01LA05,aflibercept
641301BIJ,L04AG05,vedolizumab
641302BIJ,L04AG05,vedolizumab
689602BIJ,S01LA06,brolucizumab
708801BIJ,M09AX09,onasemnogene abeparvovec
718101BIJ,S01LA09,faricimab
800800BIJ,M09AX,Other drugs for disorders of the musculo-skeletal system
115502BIJ,J01CE08,benzathine benzylpenicillin
184231BIJ,J01FF02,lincomycin
234901BIJ,J01XA02,teicoplanin
234902BIJ,J01XA02,teicoplanin
234903BIJ,J01XA02,teicoplanin
247203BIJ,J01XA01,vancomycin
247204BIJ,J01XA01,vancomycin
247205BIJ,J01XA01,vancomycin
412930BIJ,J01XX08,linezolid
567104BIJ,J01XX09,daptomycin
567105BIJ,J01XX09,daptomycin
106831BIJ,J01GB06,amikacin
106833BIJ,J01GB06,amikacin
240841BIJ,J01GB01,tobramycin
240843BIJ,J01GB01,tobramycin
484201BIJ,J01XB01,colistin
717000BIJ,J01DD52,ceftazidime and beta-lactamase inhibitor
232101BIJ,J01GA01,streptomycin
112734BIJ,J01FA10,azithromycin
108501BIJ,J02AA01,amphotericin B
210301BIJ,P01CX01,pentamidine isethionate
140601BIJ,L01DB02,daunorubicin
149430BIJ,L01DB01,doxorubicin
149431BIJ,L01DB01,doxorubicin
149432BIJ,L01DB01,doxorubicin
149433BIJ,L01DB01,doxorubicin
149435BIJ,L01DB01,doxorubicin
152730BIJ,L01DB03,epirubicin
152731BIJ,L01DB03,epirubicin
173002BIJ,L01DB06,idarubicin
196401BIJ,L01DC03,mitomycin
108201BIJ,J01CA04,amoxicillin
108203BIJ,J01CA04,amoxicillin
108603BIJ,J01CA01,ampicillin
125401BIJ,J01DC03,cefamandole
125701BIJ,J01DB04,cefazolin
125802BIJ,J01DC13,cefbuperazone
126101BIJ,J01DE01,cefepime
126103BIJ,J01DE01,cefepime
126501BIJ,J01DC09,cefmetazole
126502BIJ,J01DC09,cefmetazole
126504BIJ,J01DC09,cefmetazole
126601BIJ,J01DC12,cefminox
126701BIJ,J01DD09,cefodizime
127101BIJ,J01DD01,cefotaxime
127102BIJ,J01DD01,cefotaxime
127103BIJ,J01DD01,cefotaxime
127201BIJ,J01DC05,cefotetan
127204BIJ,J01DC05,cefotetan
127301BIJ,J01DC07,cefotiam
127302BIJ,J01DC07,cefotiam
127303BIJ,J01DC07,cefotiam
127304BIJ,J01DC07,cefotiam
127501BIJ,J01DC01,cefoxitin
127701BIJ,J01DD11,cefpiramide
128301BIJ,J01DD02,ceftazidime
128302BIJ,J01DD02,ceftazidime
128303BIJ,J01DD02,ceftazidime
128501BIJ,J01DB12,ceftezole
128502BIJ,J01DB12,ceftezole
128503BIJ,J01DB12,ceftezole
128701BIJ,J01DD07,ceftizoxime
128801BIJ,J01DD04,ceftriaxone
128803BIJ,J01DD04,ceftriaxone
128804BIJ,J01DD04,ceftriaxone
128805BIJ,J01DD04,ceftriaxone
128806BIJ,J01DD04,ceftriaxone
128807BIJ,J01DD04,ceftriaxone
129001BIJ,J01DC02,cefuroxime
129003BIJ,J01DC02,cefuroxime
130001BIJ,J01DB06,cefazedone
130002BIJ,J01DB06,cefazedone
130003BIJ,J01DB06,cefazedone
130102BIJ,J01DB09,cefradine
159501BIJ,J01DC14,flomoxef
165136BIJ,J01GB03,gentamicin
190702BIJ,J01DH02,meropenem
190703BIJ,J01DH02,meropenem
190704BIJ,J01DH02,meropenem
200732BIJ,J01GB07,netilmicin
200730BIJ,J01GB07,netilmicin
200731BIJ,J01GB07,netilmicin
200733BIJ,J01GB07,netilmicin
247206BIJ,J01XA01,vancomycin
328900BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor
329000BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor
329300BIJ,J01DH51,imipenem and cilastatin
329400BIJ,J01DH51,imipenem and cilastatin
329500BIJ,J01CR05,piperacillin and beta-lactamase inhibitor
329600BIJ,J01CR05,piperacillin and beta-lactamase inhibitor
329900BIJ,J01DD62,cefoperazone and beta-lactamase inhibitor
557400BIJ,J01DD62,cefoperazone and beta-lactamase inhibitor
731600BIJ,J01DD62,cefoperazone and beta-lactamase inhibitor
360801BIJ,J01CF06,nafcillin
381300BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor
381500BIJ,J01CR02,amoxicillin and beta-lactamase inhibitor
447701BIJ,J01DH03,ertapenem
495301BIJ,J01AA12,tigecycline
593201BIJ,J01DH04,doripenem
659700BIJ,J01DI54,ceftolozane and beta-lactamase inhibitor
800001BIJ,J01DE01,cefepime
134902BIJ,J01FA09,clarithromycin
135630BIJ,J01FF01,clindamycin
135631BIJ,J01FF01,clindamycin
328500BIJ,J01CR01,ampicillin and beta-lactamase inhibitor
328600BIJ,J01CR01,ampicillin and beta-lactamase inhibitor
433300BIJ,J01CR05,piperacillin and beta-lactamase inhibitor
453200BIJ,J01CR05,piperacillin and beta-lactamase inhibitor
657600BIJ,J01CR05,piperacillin and beta-lactamase inhibitor
102934BIJ,J05AB01,aciclovir
102905BIJ,J05AB01,aciclovir
134133BIJ,J01MA02,ciprofloxacin
134134BIJ,J01MA02,ciprofloxacin
134135BIJ,J01MA02,ciprofloxacin
159931BIJ,J02AC01,fluconazole
164602BIJ,J05AB06,ganciclovir
183233BIJ,J01MA12,levofloxacin
183234BIJ,J01MA12,levofloxacin
183235BIJ,J01MA12,levofloxacin
203940BIJ,J01MA01,ofloxacin
380335BIJ,J01MA14,moxifloxacin
440001BIJ,J02AX04,caspofungin
440002BIJ,J02AX04,caspofungin
442902BIJ,J01MA15,gemifloxacin
456501BIJ,J02AC03,voriconazole
477501BIJ,J06BD01,palivizumab
477502BIJ,J06BD01,palivizumab
497401BIJ,J02AX05,micafungin
510501BIJ,J02AX06,anidulafungin
676001BIJ,J05AX18,letermovir
676002BIJ,J05AX18,letermovir
801601BIJ,J01MA14,moxifloxacin
474601BIJ,M03AX01,botulinum toxin
474602BIJ,M03AX01,botulinum toxin
474603BIJ,M03AX01,botulinum toxin
474605BIJ,M03AX01,botulinum toxin
109501BIJ,J06AA03,snake venom antiserum
109201BIJ,B02BD03,factor VIII inhibitor bypassing activity
109202BIJ,B02BD03,factor VIII inhibitor bypassing activity
109301BIJ,B01AB02,antithrombin III
169301BIJ,J06BB02,tetanus immunoglobulin
169502BIJ,B02BD02,coagulation factor VIII
169503BIJ,B02BD02,coagulation factor VIII
169601BIJ,B02BD04,coagulation factor IX
169702BIJ,B02BD02,coagulation factor VIII
169703BIJ,B02BD02,coagulation factor VIII
169801BIJ,B02BB01,"fibrinogen, human"
169935BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169936BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169937BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169938BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169939BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169930BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169931BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169932BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169933BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
169940BIJ,J06BA02,"immunoglobulins, normal human, for intravascular adm."
173930BIJ,J06BB01,anti-D (rh) immunoglobulin
173931BIJ,J06BB01,anti-D (rh) immunoglobulin
174130BIJ,J06BB03,varicella/zoster immunoglobulin
227101BIJ,B05AA01,albumin
227104BIJ,B05AA01,albumin
227102BIJ,B05AA01,albumin
227103BIJ,B05AA01,albumin
363532BIJ,J06BB04,hepatitis B immunoglobulin
363533BIJ,J06BB04,hepatitis B immunoglobulin
472801BIJ,B02BD06,von Willebrand factor and coagulation factor VIII in combination
472802BIJ,B02BD06,von Willebrand factor and coagulation factor VIII in combination
472803BIJ,B02BD06,von Willebrand factor and coagulation factor VIII in combination
634101BIJ,B02BD07,coagulation factor XIII
635801BIJ,B01AD12,protein C
482030BIJ,V04CF01,tuberculin
175730BIJ,L03AB07,interferon beta-1a
175731BIJ,L03AB07,interferon beta-1a
175732BIJ,L03AB07,interferon beta-1a
175801BIJ,L03AB08,interferon beta-1b
588530BIJ,L04AJ01,eculizumab
622530BIJ,L04AG03,natalizumab
654403BIJ,L03AB13,peginterferon beta-1a
654404BIJ,L03AB13,peginterferon beta-1a
689002BIJ,L04AJ02,ravulizumab 
689003BIJ,L04AJ02,ravulizumab 
689001BIJ,L04AJ02,ravulizumab 
194131BIJ,J01XD01,metronidazole
204930BIJ,J01XD03,ornidazole
249201BIJ,V07AB,"Solvents and diluting agents, incl. irrigating solutions"
249202BIJ,V07AB,"Solvents and diluting agents, incl. irrigating solutions"
156030BIJ,V08AD01,ethyl esters of iodised fatty acids
156031BIJ,V08AD01,ethyl esters of iodised fatty acids
176030BIJ,V08AB11,iobitridol
176032BIJ,V08AB11,iobitridol
176034BIJ,V08AB11,iobitridol
176038BIJ,V08AB11,iobitridol
176031BIJ,V08AB11,iobitridol
176033BIJ,V08AB11,iobitridol
176035BIJ,V08AB11,iobitridol
176039BIJ,V08AB11,iobitridol
176132BIJ,V08AB09,iodixanol
176134BIJ,V08AB09,iodixanol
176133BIJ,V08AB09,iodixanol
176135BIJ,V08AB09,iodixanol
176137BIJ,V08AB09,iodixanol
176139BIJ,V08AB09,iodixanol
176142BIJ,V08AB09,iodixanol
176334BIJ,V08AB02,iohexol
176338BIJ,V08AB02,iohexol
176388BIJ,V08AB02,iohexol
176389BIJ,V08AB02,iohexol
176392BIJ,V08AB02,iohexol
176393BIJ,V08AB02,iohexol
176394BIJ,V08AB02,iohexol
176331BIJ,V08AB02,iohexol
176333BIJ,V08AB02,iohexol
176335BIJ,V08AB02,iohexol
176337BIJ,V08AB02,iohexol
176340BIJ,V08AB02,iohexol
176342BIJ,V08AB02,iohexol
176344BIJ,V08AB02,iohexol
176345BIJ,V08AB02,iohexol
176350BIJ,V08AB02,iohexol
176352BIJ,V08AB02,iohexol
176358BIJ,V08AB02,iohexol
176364BIJ,V08AB02,iohexol
176395BIJ,V08AB02,iohexol
176396BIJ,V08AB02,iohexol
176397BIJ,V08AB02,iohexol
176336BIJ,V08AB02,iohexol
176339BIJ,V08AB02,iohexol
176341BIJ,V08AB02,iohexol
176343BIJ,V08AB02,iohexol
176346BIJ,V08AB02,iohexol
176348BIJ,V08AB02,iohexol
176351BIJ,V08AB02,iohexol
176353BIJ,V08AB02,iohexol
176362BIJ,V08AB02,iohexol
176374BIJ,V08AB02,iohexol
176431BIJ,V08AB10,iomeprol
176435BIJ,V08AB10,iomeprol
176438BIJ,V08AB10,iomeprol
176440BIJ,V08AB10,iomeprol
176432BIJ,V08AB10,iomeprol
176436BIJ,V08AB10,iomeprol
176439BIJ,V08AB10,iomeprol
176441BIJ,V08AB10,iomeprol
176451BIJ,V08AB10,iomeprol
176433BIJ,V08AB10,iomeprol
176437BIJ,V08AB10,iomeprol
176442BIJ,V08AB10,iomeprol
176458BIJ,V08AB10,iomeprol
176534BIJ,V08AB04,iopamidol
176538BIJ,V08AB04,iopamidol
176542BIJ,V08AB04,iopamidol
176517BIJ,V08AB04,iopamidol
176530BIJ,V08AB04,iopamidol
176531BIJ,V08AB04,iopamidol
176535BIJ,V08AB04,iopamidol
176537BIJ,V08AB04,iopamidol
176540BIJ,V08AB04,iopamidol
176543BIJ,V08AB04,iopamidol
176544BIJ,V08AB04,iopamidol
176547BIJ,V08AB04,iopamidol
176550BIJ,V08AB04,iopamidol
176554BIJ,V08AB04,iopamidol
176532BIJ,V08AB04,iopamidol
176536BIJ,V08AB04,iopamidol
176541BIJ,V08AB04,iopamidol
176545BIJ,V08AB04,iopamidol
176546BIJ,V08AB04,iopamidol
176548BIJ,V08AB04,iopamidol
176551BIJ,V08AB04,iopamidol
176732BIJ,V08AB05,iopromide
176736BIJ,V08AB05,iopromide
176738BIJ,V08AB05,iopromide
176745BIJ,V08AB05,iopromide
176750BIJ,V08AB05,iopromide
176731BIJ,V08AB05,iopromide
176733BIJ,V08AB05,iopromide
176737BIJ,V08AB05,iopromide
176746BIJ,V08AB05,iopromide
176930BIJ,V08AB07,ioversol
176933BIJ,V08AB07,ioversol
176936BIJ,V08AB07,ioversol
176938BIJ,V08AB07,ioversol
176942BIJ,V08AB07,ioversol
176944BIJ,V08AB07,ioversol
176934BIJ,V08AB07,ioversol
176937BIJ,V08AB07,ioversol
176943BIJ,V08AB07,ioversol
176945BIJ,V08AB07,ioversol
466430BIJ,V08CA02,gadoteric acid
466431BIJ,V08CA02,gadoteric acid
466432BIJ,V08CA02,gadoteric acid
466433BIJ,V08CA02,gadoteric acid
466831BIJ,V08CA08,gadobenic acid
471630BIJ,V08CA09,gadobutrol
471631BIJ,V08CA09,gadobutrol
471632BIJ,V08CA09,gadobutrol
471633BIJ,V08CA09,gadobutrol
471634BIJ,V08CA09,gadobutrol
487301BIJ,V08CA10,gadoxetic acid
615131BIJ,V08CA04,gadoteridol
615132BIJ,V08CA04,gadoteridol
615133BIJ,V08CA04,gadoteridol
615134BIJ,V08CA04,gadoteridol
161130BIJ,S01JA01,fluorescein
174530BIJ,V04CH02,indigo carmine
167130BIJ,V04CM01,gonadorelin
366530BIJ,H01AA02,tetracosactide
466501BIJ,V04CX01,indocyanine green
138201BIJ,V04CD04,corticorelin
688001BIJ,V08DA06,"perflubutane, phospholipid microspheres"
197230BIJ,N02AA01,morphine
197231BIJ,N02AA01,morphine
197331BIJ,N02AA01,morphine
197335BIJ,N02AA01,morphine
197340BIJ,N02AA01,morphine
197334BIJ,N02AA01,morphine
197336BIJ,N02AA01,morphine
197330BIJ,N02AA01,morphine
197332BIJ,N02AA01,morphine
197339BIJ,N02AA01,morphine
441130BIJ,N02AA03,hydromorphone
441131BIJ,N02AA03,hydromorphone
104730BIJ,N01AH02,alfentanil
158330BIJ,N01AH01,fentanyl
158331BIJ,N01AH01,fentanyl
158332BIJ,N01AH01,fentanyl
158333BIJ,N01AH01,fentanyl
158334BIJ,N01AH01,fentanyl
211530BIJ,N02AB02,pethidine
211531BIJ,N02AB02,pethidine
232530BIJ,N01AH03,sufentanil
232531BIJ,N01AH03,sufentanil
359030BIJ,N02AA05,oxycodone
359031BIJ,N02AA05,oxycodone
457601BIJ,N01AH06,remifentanil
457602BIJ,N01AH06,remifentanil
457603BIJ,N01AH06,remifentanil
141330CLQ,N01AB07,desflurane
178030CLQ,N01AB06,isoflurane
227330CLQ,N01AB08,sevoflurane
224506CPC,N06DA03,rivastigmine
224507CPC,N06DA03,rivastigmine
224508CPC,N06DA03,rivastigmine
643403CPC,N06DA02,donepezil
643404CPC,N06DA02,donepezil
115331CLQ,R02AD,"Anesthetics, local"
115332CLQ,R02AD,"Anesthetics, local"
183801CSI,N01BB02,lidocaine
183805CCM,N01BB02,lidocaine
183934CLQ,R02AD02,lidocaine
183938CLQ,R02AD02,lidocaine
183902CCM,N01BB02,lidocaine
219630COS,S01HA04,proxymetacaine
219631COS,S01HA04,proxymetacaine
102931COO,S01AD03,aciclovir
109130COO,S01XA20,artificial tears and other indifferent preparations
109630COS,S01EA03,apraclonidine
111833COS,S01FA01,atropine
116830COS,S01ED02,betaxolol
116831COS,S01ED02,betaxolol
118432COS,S01EA05,brimonidine
118434COS,S01EA05,brimonidine
118435COS,S01EA05,brimonidine
124833COS,S01ED05,carteolol
134132COS,S01AE03,ciprofloxacin
138931COS,S01FA04,cyclopentolate
138933COS,S01FA04,cyclopentolate
141930COO,S01BA01,dexamethasone
141931COS,S01BA01,dexamethasone
141906CIM,S01BA01,dexamethasone
142231COO,S01BA01,dexamethasone
143532COS,S01BC03,diclofenac
143533COS,S01BC03,diclofenac
148830COS,S01EC03,dorzolamide
152530COS,S01GX10,epinastine
161232COS,S01BA07,fluorometholone
161209COS,S01BA07,fluorometholone
161237COS,S01BA07,fluorometholone
161238COS,S01BA07,fluorometholone
161242COS,S01BA07,fluorometholone
161243COS,S01BA07,fluorometholone
161244COS,S01BA07,fluorometholone
161330COS,S01BA07,fluorometholone
162030COS,S01BC04,flurbiprofen
164630COO,S01AD09,ganciclovir
169130COS,S01FA05,homatropine
180030COS,S01BC05,ketorolac
180032COS,S01BC05,ketorolac
180137COS,S01GX08,ketotifen
180138COS,S01GX08,ketotifen
180147COS,S01GX08,ketotifen
181502COS,S01EE01,latanoprost
181531COS,S01EE01,latanoprost
181532COS,S01EE01,latanoprost
183243COS,S01AE05,levofloxacin
183244COS,S01AE05,levofloxacin
183230COS,S01AE05,levofloxacin
183231COS,S01AE05,levofloxacin
183241COS,S01AE05,levofloxacin
198231COS,S01GX,Other antiallergics
202330COS,S01ED,Beta blocking agents
203934COO,S01AE01,ofloxacin
203935COO,S01AE01,ofloxacin
203936COS,S01AE01,ofloxacin
203937COS,S01AE01,ofloxacin
209630COS,S01GX,Other antiallergics
212331COS,S01EB01,pilocarpine
212332COS,S01EB01,pilocarpine
213630COS,S01XA,Other ophthalmologicals
216134COS,S01XA20,artificial tears and other indifferent preparations
217131COS,S01BA04,prednisolone
217132COS,S01BA04,prednisolone
217135COS,S01BA04,prednisolone
217136COS,S01BA04,prednisolone
217137COS,S01BA04,prednisolone
217138COS,S01BA04,prednisolone
217139COS,S01BA04,prednisolone
222930COS,S01XA20,artificial tears and other indifferent preparations
222931COS,S01XA20,artificial tears and other indifferent preparations
228648COS,S01XA20,artificial tears and other indifferent preparations
228651COS,S01XA20,artificial tears and other indifferent preparations
228653COS,S01XA20,artificial tears and other indifferent preparations
228632COS,S01XA20,artificial tears and other indifferent preparations
228633COS,S01XA20,artificial tears and other indifferent preparations
228643COS,S01XA20,artificial tears and other indifferent preparations
228645COS,S01XA20,artificial tears and other indifferent preparations
228646COS,S01XA20,artificial tears and other indifferent preparations
228650COS,S01XA20,artificial tears and other indifferent preparations
228652COS,S01XA20,artificial tears and other indifferent preparations
228740COS,S01XA03,"sodium chloride, hypertonic"
228742COS,S01XA03,"sodium chloride, hypertonic"
228834COS,S01GX01,cromoglicic acid
228835COS,S01GX01,cromoglicic acid
239632COS,S01ED01,timolol
239634COS,S01ED01,timolol
239636COS,S01ED01,timolol
242230COS,S01AE09,tosufloxacin
242630COS,S01GX,Other antiallergics
244030COS,S01AD02,trifluridine
245332COS,S01FA06,tropicamide
380330COS,S01AE07,moxifloxacin
380331COS,S01AE07,moxifloxacin
380333COS,S01AE07,moxifloxacin
380334COS,S01AE07,moxifloxacin
380338COS,S01AE07,moxifloxacin
391600COS,S01KA51,"hyaluronic acid, combinations"
391730COS,S01GX09,olopatadine
391731COS,S01GX09,olopatadine
391736COS,S01GX09,olopatadine
391737COS,S01GX09,olopatadine
391733COS,S01GX09,olopatadine
391738COS,S01GX09,olopatadine
391743COS,S01GX09,olopatadine
391749COS,S01GX09,olopatadine
391742COS,S01GX09,olopatadine
391747COS,S01GX09,olopatadine
391751COS,S01GX09,olopatadine
391752COS,S01GX09,olopatadine
401637COS,S01XA20,artificial tears and other indifferent preparations
417530COS,S01EC04,brinzolamide
434830COS,S01AE06,gatifloxacin
442231COS,S01EE04,travoprost
442230COS,S01EE04,travoprost
453930COS,S01GX,Other antiallergics
457731COS,S01GX,Other antiallergics
461330COS,S01EE03,bimatoprost
475130COS,S01XA18,ciclosporin
475132COS,S01XA18,ciclosporin
475133COS,S01XA18,ciclosporin
475131COS,S01XA18,ciclosporin
509030COS,S01EE05,tafluprost
509031COS,S01EE05,tafluprost
515400COS,S01FA56,"tropicamide, combinations"
539000COS,S01FA56,"tropicamide, combinations"
520830COS,S01AA10,natamycin
538800COS,S01B,ANTIINFLAMMATORY AGENTS
538900COS,S01B,ANTIINFLAMMATORY AGENTS
642200COS,S01B,ANTIINFLAMMATORY AGENTS
643100COS,S01B,ANTIINFLAMMATORY AGENTS
530025COS,S01XA20,artificial tears and other indifferent preparations
530037COS,S01XA20,artificial tears and other indifferent preparations
530054COS,S01XA20,artificial tears and other indifferent preparations
530057COS,S01XA20,artificial tears and other indifferent preparations
530058COS,S01XA20,artificial tears and other indifferent preparations
530059COS,S01XA20,artificial tears and other indifferent preparations
530060COS,S01XA20,artificial tears and other indifferent preparations
530061COS,S01XA20,artificial tears and other indifferent preparations
530074COS,S01XA20,artificial tears and other indifferent preparations
5300B8COS,S01XA20,artificial tears and other indifferent preparations
5300B9COS,S01XA20,artificial tears and other indifferent preparations
530042COS,S01XA20,artificial tears and other indifferent preparations
530048COS,S01XA20,artificial tears and other indifferent preparations
530049COS,S01XA20,artificial tears and other indifferent preparations
530067COS,S01XA20,artificial tears and other indifferent preparations
530068COS,S01XA20,artificial tears and other indifferent preparations
530069COS,S01XA20,artificial tears and other indifferent preparations
530071COS,S01XA20,artificial tears and other indifferent preparations
5300A4COS,S01XA20,artificial tears and other indifferent preparations
5300C1COS,S01XA20,artificial tears and other indifferent preparations
530001COS,S01XA20,artificial tears and other indifferent preparations
530002COS,S01XA20,artificial tears and other indifferent preparations
530006COS,S01XA20,artificial tears and other indifferent preparations
530020COS,S01XA20,artificial tears and other indifferent preparations
530021COS,S01XA20,artificial tears and other indifferent preparations
530023COS,S01XA20,artificial tears and other indifferent preparations
530029COS,S01XA20,artificial tears and other indifferent preparations
530031COS,S01XA20,artificial tears and other indifferent preparations
530052COS,S01XA20,artificial tears and other indifferent preparations
530053COS,S01XA20,artificial tears and other indifferent preparations
530072COS,S01XA20,artificial tears and other indifferent preparations
530073COS,S01XA20,artificial tears and other indifferent preparations
5300B4COS,S01XA20,artificial tears and other indifferent preparations
5300B6COS,S01XA20,artificial tears and other indifferent preparations
530009COS,S01XA20,artificial tears and other indifferent preparations
530039COS,S01XA20,artificial tears and other indifferent preparations
530063COS,S01XA20,artificial tears and other indifferent preparations
530064COS,S01XA20,artificial tears and other indifferent preparations
530065COS,S01XA20,artificial tears and other indifferent preparations
538100COS,S01CA01,dexamethasone and antiinfectives
538200COS,S01CA01,dexamethasone and antiinfectives
538300COS,S01ED51,"timolol, combinations"
538400COS,S01ED51,"timolol, combinations"
541500COS,S01ED51,"timolol, combinations"
541600COS,S01ED51,"timolol, combinations"
541700COS,S01ED51,"timolol, combinations"
541900COS,S01ED51,"timolol, combinations"
538500COO,S01CA07,fluorometholone and antiinfectives
538700COS,S01CA07,fluorometholone and antiinfectives
539200COS,S01XA,Other ophthalmologicals
539300COS,S01XA,Other ophthalmologicals
539800COO,S01CA01,dexamethasone and antiinfectives
539900COO,S01CA01,dexamethasone and antiinfectives
540100COS,S01CA01,dexamethasone and antiinfectives
540200COS,S01CA01,dexamethasone and antiinfectives
540400COO,S01AA30,combinations of different antibiotics
540600COS,S01ED51,"timolol, combinations"
540900COS,S01ED51,"timolol, combinations"
800200COS,S01ED51,"timolol, combinations"
541000COS,S01ED51,"timolol, combinations"
541200COS,S01ED51,"timolol, combinations"
670100COS,S01ED51,"timolol, combinations"
541300COS,S01ED51,"timolol, combinations"
568603COS,S01BA14,loteprednol
568605COS,S01BA14,loteprednol
617330COS,S01XA20,artificial tears and other indifferent preparations
617332COS,S01XA20,artificial tears and other indifferent preparations
617333COS,S01XA20,artificial tears and other indifferent preparations
617334COS,S01XA20,artificial tears and other indifferent preparations
617335COS,S01XA20,artificial tears and other indifferent preparations
617336COS,S01XA20,artificial tears and other indifferent preparations
617337COS,S01XA20,artificial tears and other indifferent preparations
617338COS,S01XA20,artificial tears and other indifferent preparations
619204COS,S01BC11,bromfenac
619205COS,S01BC11,bromfenac
619206COS,S01BC11,bromfenac
619202COS,S01BC11,bromfenac
619330COS,S01GX11,alcaftadine
619331COS,S01GX11,alcaftadine
680900COS,S01CA,Corticosteroids and antiinfectives in combination
692801COS,S01EX06,omidenepag
694601COS,S01EE06,latanoprostene bunod
694602COS,S01EE06,latanoprostene bunod
800900COS,S01EC54,"brinzolamide, combinations"
687500COS,S01ED51,"timolol, combinations"
801000COS,S01ED51,"timolol, combinations"
112533CLQ,R01AC03,azelastine
119435CLQ,R01AD05,budesonide
119437CLQ,R01AD05,budesonide
141910CSI,R01AD03,dexamethasone
177132CLQ,R01AX03,ipratropium bromide
203936CLQ,S02AA16,ofloxacin
243330CLQ,R01AD11,triamcinolone
361331CSI,R01AD09,mometasone
361349CSI,R01AD09,mometasone
361308CSI,R01AD09,mometasone
500430CSI,R01AD12,fluticasone furoate
510030CSI,R01AD13,ciclesonide
520200CSI,R01AD59,"mometasone, combinations"
542200CSS,S02CA03,hydrocortisone and antiinfectives
542300CSS,S02CA06,dexamethasone and antiinfectives
